lat,lon,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5
-23.5258718,-46.5981239,7.578529,76.730125,-27.57662,-39.836517,-35.55336,-13.649523,-17.760399,75.01647,-17.392815,-19.918087
-23.5219155,-46.6056686,10.392971,76.21548,7.145493,12.490136,-19.204803,28.092573,-14.728279,75.432045,24.417236,55.31709
-23.5224308,-46.609309,9.818089,33.045914,-35.2734,22.965193,-41.648373,1.7772882,-63.750843,-16.925806,-42.3506,-26.142832
-23.5218114,-46.6115765,9.816914,33.045883,-7.2040954,15.000182,-18.412458,23.529478,-60.978832,-16.677635,-42.933277,-29.902395
-23.518172,-46.6201099,25.464392,27.9079,86.07989,18.681242,42.375126,32.08145,-0.12149664,-5.1358466,-31.139406,52.689747
-23.5181272,-46.6302111,-93.16793,-49.871452,67.79121,-21.824259,5.870836,26.548456,54.94233,-19.346733,56.255486,23.980467
-23.5183522,-46.6316749,-93.12277,-49.885414,-43.063328,38.61094,-5.0006456,-55.84717,68.88675,-33.97084,69.83014,4.840049
-23.509377,-46.683358,-33.59318,77.48,-102.27747,-18.786606,5.913523,-28.647728,-31.864489,108.04148,32.785866,-23.750338
-23.5075291,-46.6924095,-43.676685,93.759705,-30.550344,-65.050224,-11.403211,-22.465199,25.682072,103.60768,67.54064,-7.9407
-23.5072937,-46.6935627,-41.328854,-69.26195,-10.744201,-31.468988,28.110647,-54.001583,41.46838,-60.18019,50.111557,3.8796015
-23.507068,-46.6950743,-31.66039,-71.95354,-42.06824,-35.60999,16.900663,-56.435062,43.37904,-70.41522,68.728745,-9.863699
-23.5071282,-46.6979375,-52.664837,-68.73481,13.739453,-45.101162,63.401047,-3.1203613,54.66968,-62.13219,62.542385,-8.242038
-23.5875676,-46.59596,64.424675,60.979267,23.324419,-6.636971,-21.77307,37.092705,78.806076,39.587692,28.628391,37.371487
-23.587405,-46.5972428,-24.321453,96.05696,85.04529,20.505945,37.615505,23.952202,13.795256,92.128105,10.05893,16.404917
-23.588682,-46.5978835,-27.27093,99.17036,54.66776,38.296825,-23.992949,65.23114,18.159704,84.03507,4.5531836,44.88929
-23.5846038,-46.5992163,-21.367682,96.226555,-28.82722,-9.115427,23.05352,-48.125137,20.387672,106.937775,44.53409,8.048117
-23.5851403,-46.5994802,-21.741077,96.48748,44.599487,66.346634,39.853092,59.010178,18.140408,74.85741,-24.001434,58.79621
-23.5853425,-46.5993654,-21.741407,96.48761,-23.368025,-13.728115,-44.490417,3.5041006,20.069,106.56726,35.068172,-6.0062866
-23.5646163,-46.6111822,-53.754322,11.115345,-43.71576,-10.446873,-18.409414,8.522935,-6.536131,-31.707937,-47.323948,-5.7640486
-23.5635176,-46.6113811,-52.550827,12.248095,-50.253265,-8.694799,-30.83774,-39.270573,-7.6239614,-31.065184,6.2216473,-34.765686
-23.5593666,-46.6139407,-90.300446,-62.647358,14.125512,12.750053,-0.65285236,49.265717,71.00497,-36.34311,32.75017,53.192795
-23.5560493,-46.6222841,-89.32631,-59.552536,5.385196,12.232385,36.177383,-41.44038,71.81309,-33.183186,41.69128,24.131727
-23.5525129,-46.6257163,87.19701,26.865747,30.807974,52.510017,-1.514655,78.14601,57.24892,13.93149,5.8531566,71.26308
-23.5523756,-46.6255968,86.66485,28.559177,38.3873,25.978374,-4.725136,54.324993,61.184242,0.087565444,32.74677,56.934948
-23.5501074,-46.6266488,-74.9195,31.03613,29.46048,42.219673,17.98439,84.77406,51.45363,10.3355,21.647259,77.542915
-23.5481997,-46.6286296,-71.66219,33.535416,34.792522,67.0219,30.695679,68.97347,58.54087,20.42848,-7.8807325,63.121334
-23.5461204,-46.6301486,-69.114784,36.82919,39.270653,64.55237,33.12899,60.108597,63.1192,15.034818,47.595703,51.997173
-23.5444987,-46.6297656,-69.34122,36.942497,17.468826,60.33003,10.31787,76.85563,49.220932,21.643015,21.601295,69.842285
-23.5448878,-46.6305273,-73.10949,38.41731,1.3102419,74.95964,23.154865,88.3299,46.437626,37.9275,20.178274,81.168396
-23.5428224,-46.6291191,-70.65826,37.19798,-2.3425233,-27.59048,63.0045,-50.06204,94.1704,10.446209,72.62305,41.442
-23.5436253,-46.6297566,-69.27483,37.482044,8.1520815,65.82127,-3.5767746,89.46274,51.740242,29.419725,2.765049,89.07997
-23.5394006,-46.6271577,-85.35112,32.021084,-74.49243,-5.252447,58.765415,-55.777115,92.49007,5.2778754,70.571205,43.347294
-23.5332714,-46.6254827,-83.82224,29.52982,34.02133,78.41155,51.815964,60.547264,63.123848,20.653994,-29.002598,68.314735
-23.5330563,-46.6255492,-83.82224,29.52982,50.955757,28.913658,-22.377296,74.467545,81.54432,6.338056,52.33287,38.737
-23.5320811,-46.6259967,-91.359764,27.491922,59.366386,-16.946032,15.791931,28.601519,95.94932,2.1339006,67.88444,49.4346
-23.5316319,-46.6257805,-91.417755,27.481697,6.881855,82.225746,48.883587,75.422714,35.935196,36.773525,-26.839243,76.15702
-23.5326836,-46.6252162,-83.84678,29.301258,65.393036,41.78205,11.386755,59.47004,66.11653,12.499649,38.303055,67.76568
-23.5287456,-46.6312713,96.22237,42.323875,3.3792298,-82.62745,45.282593,-12.745685,73.68707,-11.196766,61.88111,27.718817
-23.52485,-46.6297992,94.61243,38.33101,36.501133,26.743305,9.06621,60.377174,61.258442,-0.69265234,32.688297,64.8742
-23.5217505,-46.6343656,-51.11532,72.74466,56.267895,22.0811,9.54505,55.41808,30.476599,84.4814,44.257195,57.911755
-23.5216281,-46.6364197,-53.26874,74.07777,32.606495,70.844696,35.365307,63.02139,26.297712,76.43596,-18.267527,63.786392
-23.5216195,-46.636985,-53.268745,74.077774,79.24363,30.941992,57.044106,25.368484,30.699335,83.96934,40.5424,52.342003
-23.5178779,-46.6300507,-93.168106,-49.87174,10.095659,63.75151,-2.915632,89.61703,52.84105,30.784708,2.0916574,86.00836
-23.5208216,-46.6303373,92.24501,33.25519,50.971344,34.619717,-22.177122,71.954506,63.210457,-2.1962733,7.88046,60.499268
-23.5200054,-46.6301737,92.24514,33.255234,23.690754,-5.269412,-29.16423,53.0892,68.56317,-10.141575,54.00896,33.391098
-23.5201771,-46.629157,92.25319,33.23078,81.45934,-15.964341,42.773087,27.379772,66.84814,-9.988796,8.454505,14.540311
-23.5200141,-46.6302842,92.27685,33.292362,78.120735,20.098124,41.595554,33.83746,64.78986,-4.1845565,10.848309,20.149265
-23.523301,-46.6307945,92.24522,33.255127,6.7556376,-36.886185,54.223217,-13.564426,75.00471,-13.092091,60.711357,29.404158
-23.5254031,-46.6312275,94.334175,39.242985,57.476936,-55.08264,45.659863,18.371326,72.00392,-12.395497,62.53469,27.742008
-23.5266085,-46.6313508,94.334175,39.242985,37.62481,-60.777065,64.8858,11.773899,72.18306,-12.306723,56.739235,17.145506
-23.5264105,-46.6310338,94.334175,39.24298,32.950073,24.952066,8.394254,60.358986,61.168358,-1.0022421,31.706314,66.247536
-23.5275121,-46.6314845,96.99035,39.915997,60.647175,25.394882,13.592013,43.474724,65.01784,1.4266151,47.804245,47.832478
-23.5279337,-46.6312772,93.25967,41.49991,-0.11983418,13.451521,1.7737645,43.975807,74.73058,-11.357209,67.95145,32.18583
-23.530254,-46.6317405,97.0549,43.458332,71.1756,-24.575474,5.6804867,26.75304,70.88174,-9.773526,56.643124,24.556368
-23.534495,-46.6330324,89.71559,29.47408,20.082499,75.58929,27.53983,76.03734,54.582283,24.67483,-7.8383265,76.831825
-23.5352466,-46.6337902,94.23705,43.010864,-2.7093718,83.03603,41.664703,88.42029,40.54938,43.512535,-12.112442,89.55895
-23.5352713,-46.6331286,-80.94655,28.226217,63.107353,44.565716,12.718841,60.110447,65.99835,12.030548,35.76102,60.120636
-23.5353735,-46.6331395,-80.92753,28.209627,27.733707,-41.560696,66.8229,5.9028177,92.878006,8.270466,71.30594,40.703136
-23.5414795,-46.634182,-71.08177,37.47825,21.613968,61.11008,23.871317,80.77206,51.67716,21.533447,16.226994,78.014404
-23.5468886,-46.6377089,106.18435,19.820427,-3.6941335,78.532814,-1.2927808,97.328804,48.16301,42.326527,-2.4534228,91.24825
-23.549578,-46.6385434,105.20252,19.45685,0.41784647,82.30562,43.828247,83.88181,38.91904,41.658936,-16.089394,83.529045
-23.5481572,-46.6387749,102.998276,18.188822,17.704792,55.559155,20.38495,86.62553,48.95515,17.399553,23.137648,78.3805
-23.5493388,-46.6387877,105.054054,19.421309,2.9495947,75.96883,37.799576,88.15143,44.775036,37.51048,-6.4708233,85.26036
-23.5548213,-46.6371573,104.11789,-10.457278,30.464859,-16.39193,-77.4877,-23.356266,-3.110681,35.046314,-62.76735,-9.535815
-23.5579874,-46.6385024,93.254486,-13.310368,9.75344,70.71444,1.5396668,89.00024,47.36147,31.133818,-15.403756,74.32682
-23.5587907,-46.6388079,93.25447,-13.310371,12.922337,74.89339,38.790264,74.96402,42.110516,29.92326,-15.124174,75.117355
-23.5588899,-46.6385409,93.25444,-13.310381,34.050583,71.901146,35.852367,65.118515,17.32152,20.664005,-21.082169,64.77736
-23.5659574,-46.6408524,79.191246,-15.299522,35.32819,76.7057,51.436665,57.364452,22.397326,20.561369,-27.478619,60.469128
-23.5686478,-46.6399851,70.25871,7.8165555,17.955156,69.16396,33.590424,76.46612,41.256016,24.513523,-9.258585,73.71303
-23.5787505,-46.6462972,61.690903,33.80994,24.736221,-74.68034,16.61007,-16.986286,-86.78309,20.962624,-83.70079,-28.360777
-23.5903389,-46.6514173,30.586561,93.369934,-4.469166,-71.764786,-9.622236,-20.970789,-4.8057714,56.92005,-5.4156837,-64.15377
-23.5925395,-46.6505295,33.18718,92.65222,9.444267,64.20836,-4.494108,89.62709,25.845812,71.05747,2.7175074,87.29874
-23.5243665,-46.5867152,21.635664,68.50914,-33.398094,-9.689967,21.553848,-47.21792,-23.71935,62.59196,8.560078,-16.574564
-23.5258509,-46.5883768,26.95536,57.433514,4.73857,-13.661302,-20.042604,3.5344799,-13.989691,77.25826,-45.662926,-9.697147
-23.5691303,-46.607751,-11.030806,93.62737,-23.693394,33.47317,46.18101,-44.72766,15.792302,112.80745,51.38738,-9.039299
-23.5681322,-46.609198,-39.63993,15.041789,-0.64770347,-71.041954,70.55531,12.480891,-74.640625,-48.718815,8.485932,-51.946217
-23.5872215,-46.6196156,32.154915,25.600685,39.040573,29.701662,0.7449352,62.260906,0.10913319,4.955872,16.343718,60.459843
-23.583796,-46.6175201,15.708022,34.65508,-2.3635526,1.2972686,-6.235362,24.689735,-60.146286,-13.93254,-43.52424,7.512214
-23.5831283,-46.6155653,-25.130754,-16.434301,44.736004,-43.979267,10.4899435,9.504607,-23.485447,-24.261393,-11.91934,-1.2858182
-23.5810431,-46.6138458,-23.140392,-22.201248,4.4124823,6.243558,-14.591385,30.759521,-36.74657,-36.47791,-45.568607,4.5209026
-23.5803305,-46.6148222,-23.4699,-18.291716,-18.808233,22.666538,-19.416534,16.4303,-32.194897,-36.901768,-41.389027,-31.006289
-23.5794976,-46.6159274,-0.39395773,12.843319,-52.963963,-57.363438,-15.678882,-45.64022,-55.092857,-28.196726,-6.3953,-24.798288
-23.5734528,-46.7126749,-13.341702,-94.60282,-23.848732,25.5165,-24.71163,14.043561,26.979548,-88.298805,66.8964,-33.84265
-23.5914106,-46.6850884,24.343435,-75.93547,80.68439,-14.754523,33.99118,18.27655,-1.8313955,-96.232,1.8954976,19.226307
-23.5935116,-46.6892754,-12.707646,92.57028,50.749634,-54.602856,63.74727,9.422114,12.921788,114.03781,9.608505,5.6258473
-23.5874881,-46.6821568,3.7891362,-55.13149,-47.408707,-60.693707,-19.119152,-54.28371,-2.9789157,-75.925186,44.97259,-41.142254
-23.5900079,-46.6814462,3.3303378,-53.41892,-60.832317,55.699287,-26.794634,-71.00969,-3.801281,-75.527534,54.637814,-42.30558
-23.5883847,-46.6810638,4.1449,-51.806244,59.264954,46.30617,28.139963,47.50964,24.826916,0.06480802,-17.381348,45.52012
-23.5897881,-46.6806191,3.278788,-53.422745,52.120758,-30.874828,-7.2365656,-2.1342657,-7.499206,-71.80074,18.38458,-2.108465
-23.5690681,-46.6921501,-19.341417,-97.61629,22.4342,-56.603104,-21.073065,-12.821851,24.959366,-82.3827,67.79401,-28.73011
-23.5803127,-46.6852279,12.054934,-90.41308,13.608209,2.442074,-13.060118,24.495895,4.0428615,-96.825096,65.824875,-49.01388
-23.5682207,-46.6924075,-19.341358,-97.61638,17.498777,55.80076,21.413118,85.711624,48.429474,16.978628,20.180649,79.3984
-23.5803609,-46.6849133,12.054934,-90.41308,22.060009,17.029682,4.9996667,51.508007,4.036435,-96.50477,28.629843,49.04324
-23.5887308,-46.6874479,27.30076,-76.387375,-98.61668,-27.627228,-12.3158655,-73.874664,-5.396447,-102.532135,58.756706,-58.13535
-23.5901759,-46.6804901,3.330217,-53.419064,37.53957,-17.713339,-23.378714,-8.392892,-7.685891,-71.789696,39.288204,11.613683
-23.5575046,-46.6666865,62.727234,5.546603,43.075474,39.837124,3.1615012,70.63697,6.6904707,13.753588,12.49059,65.23996
-23.5796859,-46.7106358,11.739594,-66.83061,-9.472523,-80.47629,-16.399841,-31.8193,-4.2538586,-89.68353,44.41807,-39.1117
-23.571606,-46.6917584,-22.646027,-97.95527,-83.89068,22.88865,-41.358326,-20.379417,29.56272,-89.53708,64.93345,-30.374084
-23.5712821,-46.6907784,-3.4934661,-96.95625,28.298264,69.87082,39.42799,64.99937,33.538685,15.598564,-18.316307,71.27944
-23.5688121,-46.6863239,-11.457187,-90.22318,23.976885,-7.7320757,-24.468933,41.29933,25.476439,-79.18909,32.72966,29.609861
-23.5657116,-46.6804517,18.435955,37.380005,36.838924,24.931213,6.5835123,61.79859,-0.9208015,5.925088,23.724064,63.067863
-23.5655893,-46.6805614,18.435955,37.380005,39.580616,-21.35542,-39.681107,40.85084,-41.100273,-1.3337237,-58.713238,20.330147
-23.5643817,-46.6779792,44.32034,4.8346,79.14704,-13.247803,34.389767,22.974669,-26.403227,-2.2138937,-2.5606813,14.880943
-23.5629601,-46.6758979,34.19192,-0.9013042,59.453625,30.284313,-21.30696,60.209812,-0.3750282,9.70674,-29.61251,37.260822
-23.5630768,-46.675812,34.17844,-0.90446824,17.836792,81.16927,52.615494,69.19721,30.37369,31.872478,-30.710281,71.83728
-23.5624044,-46.6749047,40.095673,-3.437763,4.552688,-18.874435,10.13748,-17.41072,-64.84094,4.050059,-46.335003,-58.158215
-23.5604226,-46.6719491,16.095966,-6.175915,22.021204,71.751305,37.22074,69.04186,37.486988,24.516075,-13.840897,71.51408
-23.5590063,-46.6691624,61.328182,34.338272,13.012739,83.5322,54.148117,71.932274,31.881788,35.869152,-32.465797,74.39439
-23.5568356,-46.665513,63.981514,6.205677,47.102913,18.465912,-5.4114027,41.352577,-6.2236,11.015672,-55.7291,15.80131
-23.5565416,-46.6644781,64.017204,7.184147,29.018314,56.55457,-3.2754812,81.502884,41.097313,14.819631,1.5826942,64.1326
-23.5561132,-46.663367,63.772167,7.639419,32.2731,40.57148,15.455174,80.275925,6.6699204,13.341679,19.871494,74.3751
-23.5566879,-46.665737,63.981514,6.205677,59.12342,-47.324814,29.16402,-4.1830597,-12.910616,14.10974,-90.96375,-13.922516
-23.5558283,-46.6632331,63.788166,7.7564845,46.98368,-40.395607,-16.143518,35.58927,-12.255894,13.373525,-70.605446,-4.681444
-23.5540326,-46.6607945,67.220634,6.721769,28.578054,44.3261,20.090094,84.274414,45.633152,8.720252,19.438738,77.89781
-23.5724856,-46.7042938,-17.709011,-102.69097,-43.826496,32.755287,27.49306,-62.200203,31.646797,-86.271454,68.87709,-36.256485
-23.5887762,-46.7001785,26.146463,-83.57841,57.410587,-52.08044,-9.132332,-73.0067,-7.2008142,-109.057755,60.514416,-60.054485
